A_0	A_1	A_2	A_3	A_4	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	R_16	R_17	R_18	R_19	R_20	R_21	R_22	R_23	R_24	R_25	R_26	R_27	R_28	R_29	R_30	R_31	Class
1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1
1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0
1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0
0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1
0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1
1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1
1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0
0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1
0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0
1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1
1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1
0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1
0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1
1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1
1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1
1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0
0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1
1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0
1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0
1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0
1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0
0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1
1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0
0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1
0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1
0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0
0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0
0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0
0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0
1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0
0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0
1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0
1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0
1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1
1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1
1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0
0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0
0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0
1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1
1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1
0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1
0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0
0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0
0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0
0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1
0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0
0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1
1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0
1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1
0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0
0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1
0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0
0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0
1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0
0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0
1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0
1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1
1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1
1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1
0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0
0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0
0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1
1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1
0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0
1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1
1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0
0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	1
1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1
0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0
0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0
0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1
0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0
0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1
0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0
0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1
0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1
0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0
1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0
1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1
1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1
1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0
1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1
1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	1
1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0
0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1
0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1
1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1
1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1
1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0
0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0
1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1
0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1
1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0
0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0
1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0
1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1
1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0
1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1
1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1
0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0
0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0
0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1
1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1
0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0
1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0
1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1
0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1
1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0
0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1
1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1
0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0
0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1
0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1
0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1
0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0
1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0
0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0
1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0
0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0
1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1
1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1
0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1
0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0
0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0
0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0
1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1
1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1
1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0
0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1
0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0
1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0
1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0
1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1
0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1
1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1
0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0
0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0
0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1
1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0
1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1
0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0
1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1
1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1
1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0
0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1
0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0
0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0
1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0
0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0
1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1
0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1
1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1
1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	1
0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0
1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1
0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0
1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1
0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1
1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1
0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0
1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1	1
1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0
1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1
1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0
0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1
1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1
0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1
0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1
0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1
0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0
1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0
1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1
